   wave             C          sig   sigcal      lorange      hirange
 2652.2    -7637.9713     3404.431    2.145     7933.976     2117.130
2652.52   -7647.74898     3423.508    2.157     7993.475     2124.814
2652.85   -7657.55541     3442.793    2.169     8053.520     2132.500
2653.17   -7667.39068     3462.288    2.147     8114.119     2140.190
2653.49   -7677.25488     3481.996    2.159     8175.277     2147.882
2653.82   -7687.14811     3501.918    2.171     8237.001     2155.577
2654.14   -7697.07044     3522.057    2.184     8299.300     2163.275
2654.47   -7707.02198     3542.415    2.196     8362.179     2170.976
2654.79   -7717.00281     3562.994    2.209     8425.646     2178.680
2655.12   -7727.01303     3583.796    2.222     8489.708     2186.388
2655.44   -7737.05273     3604.824    2.235     8554.374     2194.098
2655.77     -7747.122     3626.079    2.248     8619.649     2201.811
2656.09   -7757.22093     3647.566    2.261     8685.543     2209.528
2656.42   -7767.34962     3669.285    2.238     8752.062     2217.247
2656.74   -7777.50816     3691.240    2.252     8819.216     2224.970
2657.07   -7787.69664     3713.432    2.265     8887.011     2232.696
 2657.4   -7797.91515     3735.865    2.279     8955.456     2240.426
2657.72    -7808.1638     3758.542    2.293     9024.560     2248.158
2658.05   -7818.44267     3781.464    2.307     9094.331     2255.894
2658.37   -7828.75186     3804.634    2.321     9164.777     2263.633
 2658.7   -7839.09145     3828.057    2.335     9235.907     2271.376
2659.03   -7849.46156     3851.732    2.350     9307.731     2279.122
2659.35   -7859.86227     3875.666    2.325     9380.257     2286.872
2659.68   -7870.29367     3899.859    2.340     9453.494     2294.625
2660.01   -7880.75587     3924.316    2.355     9527.452     2302.382
2660.34   -7891.24895     3949.039    2.369     9602.140     2310.142
2660.66   -7901.77302     3974.030    2.384     9677.568     2317.905
2660.99   -7912.32817     3999.295    2.400     9753.746     2325.672
2661.32   -7922.91449     4024.835    2.415     9830.684     2333.443
2661.65   -7933.53209     4050.654    2.430     9908.392     2341.218
2661.97   -7944.18105     4076.755    2.446     9986.881     2348.996
 2662.3   -7954.86149     4103.142    2.462    10066.160     2356.778
2662.63   -7965.57348     4129.818    2.437    10146.240     2364.563
2662.96   -7976.31714     4156.787    2.453    10227.134     2372.352
2663.29   -7987.09255     4184.052    2.469    10308.850     2380.145
2663.61   -7997.89982     4211.618    2.485    10391.402     2387.942
2663.94   -8008.73905     4239.487    2.501    10474.800     2395.743
2664.27   -8019.61033     4267.664    2.518    10559.056     2403.547
 2664.6   -8030.51376     4296.152    2.535    10644.182     2411.355
2664.93   -8041.44944     4324.956    2.552    10730.190     2419.167
2665.26   -8052.41747     4354.080    2.569    10817.092     2426.983
2665.59   -8063.41795     4383.527    2.586    10904.901     2434.803
2665.92   -8074.45098     4413.303    2.560    10993.630     2442.627
2666.25   -8085.51665     4443.410    2.577    11083.292     2450.455
2666.58   -8096.61508     4473.855    2.595    11173.899     2458.287
2666.91   -8107.74635     4504.640    2.613    11265.466     2466.122
2667.24   -8118.91056     4535.771    2.631    11358.006     2473.962
2667.57   -8130.10783     4567.252    2.649    11451.533     2481.806
 2667.9   -8141.33824     4599.089    2.667    11546.061     2489.653
2668.23   -8152.60191     4631.285    2.686    11641.605     2497.505
2668.56   -8163.89893     4663.846    2.705    11738.180     2505.361
2668.89    -8175.2294     4696.777    2.724    11835.800     2513.221
2669.22   -8186.59342     4730.082    2.696    11934.481     2521.085
2669.55    -8197.9911     4763.768    2.715    12034.239     2528.953
2669.88   -8209.42253     4797.839    2.735    12135.089     2536.825
2670.21   -8220.88783     4832.302    2.754    12237.048     2544.701
2670.54   -8232.38709     4867.160    2.774    12340.132     2552.581
2670.87   -8243.92041     4902.421    2.794    12444.359     2560.466
 2671.2    -8255.4879     4938.089    2.815    12549.744     2568.355
2671.54   -8267.08966     4974.172    2.835    12656.307     2576.247
2671.87    -8278.7258     5010.673    2.856    12764.064     2584.144
 2672.2   -8290.39641     5047.601    2.877    12873.034     2592.046
2672.53    -8302.1016     5084.961    2.848    12983.235     2599.951
2672.86   -8313.84147     5122.759    2.869    13094.687     2607.860
2673.19   -8325.61613     5161.002    2.890    13207.408     2615.774
2673.53   -8337.42569     5199.697    2.912    13321.419     2623.692
2673.86   -8349.27023     5238.850    2.934    13436.739     2631.614
2674.19   -8361.14988     5278.469    2.956    13553.388     2639.540
2674.52   -8373.06474     5318.560    2.978    13671.389     2647.471
2674.86    -8385.0149     5359.130    3.001    13790.762     2655.406
2675.19   -8397.00047     5400.188    3.024    13911.529     2663.344
2675.52   -8409.02157     5441.740    3.047    14033.712     2671.288
2675.86   -8421.07829     5483.794    3.016    14157.333     2679.235
2676.19   -8433.17074     5526.358    3.039    14282.417     2687.186
2676.52   -8445.29902     5569.440    3.063    14408.986     2695.142
2676.86   -8457.46325     5613.049    3.087    14537.065     2703.102
2677.19   -8469.66352     5657.192    3.111    14666.678     2711.066
2677.53   -8481.89995     5701.879    3.136    14797.851     2719.035
2677.86   -8494.17263     5747.117    3.161    14930.609     2727.007
2678.19   -8506.48168     5792.916    3.186    15064.978     2734.984
2678.53    -8518.8272     5839.285    3.212    15200.986     2742.965
2678.86   -8531.20929     5886.233    3.237    15338.659     2750.950
 2679.2   -8543.62807     5933.770    3.204    15478.026     2758.939
2679.53   -8556.08364     5981.906    3.230    15619.115     2766.933
2679.87   -8568.57612     6030.650    3.257    15761.955     2774.930
 2680.2   -8581.10559     6080.013    3.283    15906.576     2782.932
2680.54   -8593.67218     6130.006    3.310    16053.010     2790.938
2680.87   -8606.27599     6180.637    3.338    16201.286     2798.948
2681.21   -8618.91712     6231.920    3.365    16351.437     2806.962
2681.54   -8631.59569     6283.864    3.393    16503.496     2814.980
2681.88    -8644.3118     6336.482    3.422    16657.495     2823.002
2682.21   -8657.06556     6389.785    3.450    16813.470     2831.028
2682.55   -8669.85708     6443.785    3.415    16971.454     2839.059
2682.88   -8682.68646     6498.494    3.444    17131.484     2847.093
2683.22   -8695.55382     6553.924    3.474    17293.597     2855.131
2683.56   -8708.45926     6610.090    3.503    17457.828     2863.173
2683.89   -8721.40289     6667.002    3.534    17624.218     2871.220
2684.23   -8734.38481     6724.676    3.564    17792.805     2879.270
2684.57   -8747.40515     6783.124    3.595    17963.628     2887.324
 2684.9   -8760.46399     6842.361    3.626    18136.730     2895.382
2685.24   -8773.56147     6902.402    3.658    18312.152     2903.444
2685.58   -8786.69767     6963.260    3.691    18489.937     2911.509
2685.91   -8799.87272     7024.952    3.723    18670.130     2919.579
2686.25   -8813.08671     7087.493    3.685    18852.775     2927.652
2686.59   -8826.33976     7150.898    3.718    19037.919     2935.729
2686.93   -8839.63198     7215.184    3.752    19225.609     2943.810
2687.26   -8852.96348     7280.368    3.786    19415.894     2951.894
 2687.6   -8866.33436     7346.466    3.820    19608.824     2959.983
2687.94   -8879.74473     7413.498    3.855    19804.449     2968.074
2688.28   -8893.19471     7481.479    3.890    20002.822     2976.170
2688.61   -8906.68439     7550.429    3.926    20203.997     2984.269
2688.95    -8920.2139     7620.367    3.963    20408.029     2992.371
2689.29   -8933.78334     7691.313    3.999    20614.975     3000.477
2689.63   -8947.39282     7763.285    3.959    20824.891     3008.586
2689.97   -8961.04244     7836.306    3.997    21037.839     3016.699
2690.31   -8974.73232     7910.395    4.034    21253.878     3024.815
2690.65   -8988.46257     7985.575    4.073    21473.071     3032.935
2690.98   -9002.23329     8061.867    4.112    21695.484     3041.057
2691.32    -9016.0446     8139.294    4.151    21921.181     3049.183
2691.66    -9029.8966     8217.881    4.191    22150.230     3057.312
 2692.0    -9043.7894     8297.650    4.232    22382.702     3065.445
2692.34   -9057.72311     8378.626    4.273    22618.668     3073.580
2692.68   -9071.69784     8460.836    4.315    22858.201     3081.718
2693.02    -9085.7137     8544.304    4.272    23101.377     3089.860
2693.36    -9099.7708     8629.058    4.315    23348.273     3098.004
 2693.7   -9113.86924     8715.125    4.358    23598.970     3106.151
2694.04   -9128.00914     8802.535    4.401    23853.549     3114.301
2694.38    -9142.1906     8891.315    4.446    24112.095     3122.454
2694.72   -9156.41374     8981.496    4.491    24374.695     3130.609
2695.06   -9170.67865     9073.109    4.537    24641.438     3138.767
 2695.4   -9184.98546     9166.185    4.583    24912.416     3146.928
2695.74   -9199.33426     9260.758    4.630    25187.724     3155.091
2696.08   -9213.72517     9356.861    4.678    25467.458     3163.257
2696.42   -9228.15829     9454.528    4.727    25751.721     3171.425
2696.77   -9242.63373     9553.796    4.681    26040.614     3179.595
2697.11    -9257.1516     9654.702    4.731    26334.244     3187.767
2697.45   -9271.71201     9757.282    4.781    26632.721     3195.942
2697.79   -9286.31507     9861.578    4.832    26936.158     3204.119
2698.13   -9300.96088     9967.628    4.884    27244.671     3212.298
2698.47   -9315.64954    10075.474    4.937    27558.381     3220.479
2698.82   -9330.38118    10185.159    4.991    27877.411     3228.661
2699.16   -9345.15588    10296.728    5.045    28201.889     3236.846
